學校,系所,學系特色,學科意涵,高中階段可以準備的學習方法或方向,適合從事工作,多元能力,性格特質,網址,學類
長榮大學,資訊暨設計學院學士班(數位內容設計組),本系因應數位內容產業蓬勃發展及產業界需大量設計人才需求而創立，教育理念與課程設計皆強調以實務製作、創意發想以及科技應用為主軸，將培養學生具備有創意設計與設計工具靈活運用的能力，並且透過實務操作方式完成數位內容作品。師資具有多元專長，涵蓋資訊科技與設計應用，並且擁有完善的專業設備，將可提供學生優質跨域學習環境，以達培育具備設計產業人才之需求。,數位內容主要是運用資訊科技來製作數位化產品或服務，包含範疇有八項，即數位遊戲、電腦動畫、數位學習、數位影音應用、行動應用服務、網路服務、內容軟體以及數位出版典藏。本系課程著重在基礎美學訓練、數位軟體工具應用以及互動科技實作，並藉由與具實務經驗專家合作設計與創意發想，完成高價值性之數位產品。,資料準備中,資料準備中,資料準備中,資料準備中,http://www.cjcu.edu.tw/dcd,媒體設計學類
國立臺灣藝術大學,圖文傳播藝術學系,臺藝大的圖文傳播藝術學系是臺灣第一個圖文傳播專業科系，提供在當代趨勢上的印刷、出版、攝影及設計課程，擁有完善的教學設備及業界一線的實習機會，透過理論與實作並重的訓練，培養專業的圖文傳播相關產業的科技暨人文藝術工作者。,養成整合處理傳播、科技、色彩管理等跨領域性質問題的能力；統合創意、技術、管理之訓練，成為圖文傳播暨數位內容應用之人才。,依個人在設計、攝影、印刷、出版等專長，發展專題設計，透過專題製作表現個人風格與設計之技巧。,"['中高職教師', '美編人員', '行銷企劃人員', '編輯', '廣告設計人員']","['手工操作', '遠觀細察', '主動學習', '語文理解與表達', '敏銳創造', '邏輯推理', '記憶詮釋', '快速知覺與總結', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '程式設計', '機械操作']","['主動積極', '開朗活潑', '親和接納', '深思力行', '探究冒險']",http://gca.ntua.edu.tw/,大眾傳播學類
國立臺灣藝術大學,廣播電視學系,臺藝大廣播電視學系是結合美學、藝術與數位影視媒體的系所，擁有藝術大學的影音展演環境，提供豐富內容與多元實作機會，各種專業之展演藝術人才可攜手合作。校內每年300餘場藝術展演可供實習之外，在大型活動如藝術節、雙年展及慶典等重要場合進行直播實習，與電影、戲劇、圖文傳播、音樂、美術相關系所合作，培養跨領域能力，是孕育影音藝術創作菁英的搖籃。,擁有廣播、電視金鐘與國際競賽獎項的專業師資群，採取小班制實作教學。課程設計在培養四項核心能力：廣電媒介企編與影音內容產製、傳播產業行銷與媒介管理、傳播產業研究思辨與分析、影音藝術與美學表達等能力，旨在培養學生媒介內容產製與媒介相關研究的專業涵養。,1.高中修課紀錄及學業成績表現狀況。2.主動探索傳播議題並能呈現對傳播相關領域之興趣及經驗。3.參與全國或地方性活動(大學或單位團體主辦)具體表現或競賽事蹟，並提出相關學習經驗、反思及(或)具創意與美感個人影音作品集。4.學習歷程自述中呈現與本系相關議題之興趣、經驗及陳述。,"['影片製作專業人員', '電台工作人員', '節目製作人員', '主播', '新聞採訪記者']","['語文理解與表達', '敏銳創造', '記憶詮釋', '快速知覺與總結', '空間定向', '同時多工', '專注力', '手工操作', '遠觀細察', '聽覺辨識', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '運作分析', '資源管理']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",http://rtv.ntua.edu.tw/,廣電電影學類
國立臺灣藝術大學,電影學系,臺藝大電影學系注重人文扎根與美學素養之文化思辨的養成，藉由電影編導、製作、影像聲音技術、美學理論、影視媒體產業等全面而均衡的課程設計，提供團隊與個人獨立創作機會。並以工作坊、研討會、放映會與小型座談，加上實習等方式，透過與業界的合作、互動，進而提升畢業後投入影視產業的能力。,臺藝大電影學系是國內最具電影人文與歷史傳承、孕育臺灣當代電影大師的學術機構。電影學系課程兼顧理論領域與創作領域，一方面著重影像文化思辨能⼒的養成，另一方面教學目標更著力於電影創作、⾳像技術、導演實務、影視媒體新科技的學習，以符合當代影視產業的就業所需。,平時可多接觸不同類型、不同時代的電影或影像，尤其是經典電影。除了電影之外，多參與不同領域的藝術活動，如：美術展覽、音樂會、舞台劇等，拓展藝術視野、培養藝術鑑賞能力、激發靈感，若能記錄觀看的心得或啟發更好。閒暇之餘或是課程中若有機會可以嘗試用影像記錄或是實際參與拍攝。電影系非常注重團隊合作與問題解決能力，可以透過參加社團、班級活動學習人際相處與分工等。,"['影片製作專業人員', '行銷企劃人員', '其他媒體事業人員']","['語文理解與表達', '自省促進', '社會覺察與合作', '問題解決', '運作分析', '資源管理', '說服協商', '敏銳創造', '邏輯推理', '空間定向', '同時多工', '專注力', '遠觀細察', '聽覺辨識', '批判思考', '主動學習']","['合作互助', '堅毅負責', '自信肯定', '主動積極', '深思力行', '探究冒險', '變通開創']",http://mpd.ntua.edu.tw/,廣電電影學類
國立臺灣藝術大學,戲劇學系,臺藝大的戲劇學系是國內第一個戲劇科系，提供全方位的劇場教育，包括編劇、導演、表演、舞台與燈光設計等。自1973年起舉行年度 ｢實驗劇展」創作實踐與競賽，在八角廳實驗劇場展演成果，獨特的舞台提供多元觀演形式，高度實驗性激發創造力，無數系友嶄露頭角進而活躍於國內外影劇界。,戲劇學系大學四年所學內容包含表演、導演、技術(燈光、服裝、化妝、音效、舞臺、佈景)、編劇、應用(劇場行政管理、創作性戲劇、教育劇場、排演、畢業製作)等範疇，戲劇屬於綜合藝術，學習範圍大，本系不分組，課程多元，同學們可從課程中逐步探索將來更精進發展的方向與領域。,採合作學習法，透過教師引導進行討論、排練，並將討論結果進行課堂呈現與分享。,"['導演', '演員', '藝術指導／創意總監', '其他才藝類老師']","['語文理解與表達', '敏銳創造', '邏輯推理', '數理科學', '記憶詮釋', '快速知覺與總結', '同時多工', '專注力', '手工操作', '肢體力量與協調', '遠觀細察', '聽覺辨識', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '機械操作']","['合作互助', '堅毅負責', '深思力行', '主動積極', '樂群敬業', '自信肯定', '親和接納', '變通開創', '開朗活潑', '探究冒險']",http://portal2.ntua.edu.tw/~drama/html/news.html,表演藝術學類
國立臺灣藝術大學,音樂學系,臺灣藝術大學音樂學系設立宗旨為：「培養專業音樂人才，使具備成熟的美學觀念及演奏能力。」主修分為：鋼琴、聲樂、弦樂、管樂、擊樂、作曲及撥弦等七組，以課程及演出活動加強學生展演、創作與學術的內涵，畢業生有極優異的表現，如在國臺交、北市交及國家樂團團員中，本校校友佔極高比例。交通便利，學習環境活潑，課程可跨領域學習且接軌職場是本系教學最大特色。,臺灣藝術大學音樂學系以精益求精的音樂專業，加上自由彈性的綜合藝術大學特色，推動符合趨勢的多元音樂創新教學。為學生演奏唱與創作基礎與學術內涵穩穩紮根，並使其嘗試21世紀跨界新興趨勢，加強其在職場專業上多元實務能力，畢業後能從事高水準教學與展演，以音樂專業來貢獻社會，成為國家未來的音樂棟樑。,1. 為具備未來專業優勢，建議聆聽各式音樂、音樂會或大師班，閱讀相關書目，使了解音樂內容及創作背景，有助對音樂的思辨與表達。2. 需有足夠的國英語言程度，增強閱讀及述說自己想法的技巧與能力。3. 應力求紮根於主修演奏，在專業演奏技巧與創作上要精益求精，可經由比賽獲得獨奏的演出機會，鼓勵學生積極參與室內樂比賽或演奏，增強展演能力，同時增加中大型團隊演出經驗，如：弦樂、管樂、管弦樂、合唱或即興演奏等，使不僅擁有主修優異技術，又能綜觀整體且與人合作或共同創作。4. 經由理論基礎充實音樂詮釋能力，如：整合性音樂能力、樂理、音樂史、大師講座等課程，深化其演奏唱專業涵養。,"['音樂／作曲／歌唱家及演奏家', '音樂老師', '行政人員']","['聽覺辨識', '專注力', '手工操作', '肢體力量與協調', '自省促進', '問題解決', '主動學習', '語文理解與表達', '邏輯推理', '記憶詮釋', '快速知覺與總結']","['樂群敬業', '自信肯定', '深思力行', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '探究冒險', '變通開創', '主動積極']",http://music.ntua.edu.tw/bin/home.php,音樂學類
國立臺灣藝術大學,中國音樂學系,國立臺灣藝術大學表演藝術學院中國音樂學系秉持「嚴謹的教學落實中國音樂之經典傳承及積極的表演增進傳統音樂之現代發展」為辦學宗旨，以達成「發揚中國音樂、復興民族文化」的教育使命。透過中西並重、古今兼備之專業課程學習，培育中國音樂表演、創作、學術理論及多元運用四項人才。,國立臺灣藝術大學中國音樂學系：培養學生應具備以下七項核心能力一、舞台表演實踐的能力二、民間音樂探索的能力三、音樂理論研究的能力四、音樂史學探討的能力五、創作理論運用的能力六、音樂文化理解的能力七、多元音樂應用的能力,提增個人術科能力、追求卓越能力、自主學習能力、自我反思能力、寫作表達能力、邏輯思考能力、自主規劃能力,"['音樂／作曲／歌唱家及演奏家', '音樂老師', '節目企劃']","['邏輯推理', '語文理解與表達', '主動學習', '敏銳創造', '聽覺辨識', '批判思考', '快速知覺與總結', '手工操作', '遠觀細察']","['深思力行', '變通開創', '開朗活潑', '合作互助', '樂群敬業']",http://cmusic.ntua.edu.tw/,音樂學類
國立臺灣藝術大學,美術學系,本系教學以培養美術創作與研究的專業人才為教育目標，以「廣基精攻」為專才培育理想。教學研習精研中西藝術理論與技巧，充實學生創作內涵，兼顧理念情思與表現技法，結合知識與鑑賞、啟發造形構成的自主性與創造性，發揮現代創作材質特性與精神，融合現代科技媒材的表現形式與手法，強化視覺藝術本質認知，期能反映現實國際環境與本土文化的多元性與跨文化藝術表現。,本系為因應時代創新的需求，以具體擴張視覺文化實踐的藝術內涵、體現文化多樣性為教育宗旨，培育方向將不預置任何藝術體制或文化範型，其涉指之學科係為培養跨領域策略思維與創作方法為導向，以超越傳統藝術學科分際，致力養成藝術創新與藝術興業之實務領導人才。,平常培養看藝術相關的展覽、雜誌並訓練思維能力、口語表達能力。,"['藝術行銷', '美編人員', '策展人', '文化中心企劃', '藝術指導／創意總監']","['遠觀細察', '批判思考', '手工操作', '肢體力量與協調', '主動學習', '自省促進', '社會覺察與合作', '問題解決', '語文理解與表達', '敏銳創造', '記憶詮釋', '快速知覺與總結', '空間定向', '同時多工', '專注力']","['堅毅負責', '變通開創', '合作互助', '探究冒險', '主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '深思力行']",http://arts.ntua.edu.tw,美術學類
國立臺灣藝術大學,書畫藝術學系,本系招生以水墨及書法篆刻專長為優先考量，透過專業的水墨、書篆教學，培育優秀創作與理論兼修人才，精研中、西繪畫理論與技巧，充實學生學理與創作內涵為教學目標。,藝術類科，書畫藝術領域，傳統東方水墨、書法及篆刻創作及理論專修為主的藝術相關科系。,須具備基礎繪畫能力，包含素描、水彩及水墨基本繪畫技法，並具藝術史相關概論基礎。,"['中高職教師', '美術老師', '教授／副教授／助理教授']","['敏銳創造', '邏輯推理', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '程式設計', '資源管理', '語文理解與表達', '記憶詮釋', '快速知覺與總結', '空間定向', '專注力', '手工操作', '遠觀細察', '批判思考']","['變通開創', '主動積極', '深思力行', '探究冒險', '自信肯定']",http://cart.ntua.edu.tw/main.php,美術學類
國立臺灣藝術大學,雕塑學系,國立臺灣藝術大學美術學院雕塑學系創始於民國56年，本系以培養雕塑家為目標。著重發揚與傳承雕塑藝術精神及內涵、以學科理論教育的思想啟發和紮實的術科為基礎，以塑造、石雕、木雕、金屬、複合媒材等雕塑素材培養學生藝術創作能力。以雕塑年度展、袖珍雕塑展、畢業展等展出來檢視學生學習成果，鼓勵學生參加各項雕塑競賽，並積極媒合學生與業界合作，使其作品在各種雕塑相關競賽及畫廊或藝術博覽會等有展出機會。,雕塑系是純藝術的立體創作系所，主要培育能夠獨立思考及創作的雕塑藝術家。大一的基礎素描、塑造、寫實塑造、藝用解剖學等課程打下基礎，大二的五種材質課程，以集中上課方式體驗材質，並找出自己興趣所在，大三、四進入工坊深化創作研究，碩士班則注重個人創作脈絡養成。理論方面則是中西雕塑史、臺灣現代雕塑發展、策展、評論及專題講座等，學術科並重。,雕塑藝術創作是思辨力及表現力的結合，高中時期除了美術課程必須多加用心外，一般課程皆可能成為個人雕塑創作的特質所以無需刻意取捨，主要素描課程的學習以寫實描繪實物及人物的觀察再現為主，塑造或立體類創作亦可嘗試，雕塑系的課程設計完整順暢，足以培育同學成為一位優秀雕塑家。,"['雕塑家、藝術家', '美術設計師', '大學教師', '美術老師', '藝術及工藝品承接製作']","['語文理解與表達', '敏銳創造', '邏輯推理', '專注力', '手工操作', '主動學習', '問題解決', '機械操作', '說服協商', '遠觀細察', '批判思考', '記憶詮釋', '空間定向']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",http://scp.ntua.edu.tw/,美術學類
國立臺灣藝術大學,古蹟藝術修護學系,臺灣傳統古建築多為過去傳統工藝、民間習俗及歷史脈絡等多項範疇長年累積下的產物──因此，具備臺灣文化底蘊及傳統工藝美學也是設立修護培訓管道的重要核心素養。考量臺灣各高教體系之藝術院所之現況，未見有設立古建築裝飾藝術傳統工藝之學系，及配合災後古建築修護之需求，故教育部接受立法院提議籌設古建築維護系所專門科系一案，於89學年度由本校增設系所，以因應臺灣社會對於有形與無形文化資產修復、維護及保存之所需。 ,古蹟藝術修護系主要為了傳承傳統工藝技藝、古建修護、藝術保存，擔負研究、調查之重責。系上核心素養課程包含傳統建築工藝之木雕、交趾陶、剪黏、彩繪等，及歷史沿革、圖像和吉語典徵，與民間習俗在古建築文化上的應用等族繁不及備載。,建議同學可以進行田野調查，參訪各大古蹟、廟宇、民宅等等，可嘗試探究其裝飾藝術的題材故事及寓意，也可多方了解其施作匠師及文化背景。,"['藝術相關職業', '傳統藝術相關職業', '學術研究相關職業']","['語文理解與表達', '手工操作', '空間定向', '社會覺察與合作', '問題解決', '運作分析', '資源管理', '專注力', '遠觀細察']","['合作互助', '堅毅負責', '樂群敬業', '開朗活潑', '探究冒險']",https://aac.ntua.edu.tw/,工藝學類
國立臺灣藝術大學,視覺傳達設計學系,國立臺灣藝術大學視覺傳達設計學系成立於2000年，沿自1957年國立藝專時期之美工科設計組，是國內最早設立的大專院校專業設計科系。在藝術學府的氛圍因材施教，培養具原創能力的視覺整合設計及品牌設計人才。以實驗性教學引導學生發掘新媒材、建立創新思考能力、將人文、藝術與美學融入設計創作，結合理論與實務，培養學生解決問題的能力。,視覺傳達設計是以傳達資訊或情報為目標，利用可視的視覺傳達設計元素如文字、符號、造形、色彩創造具有美感、意象、意念的一種視覺效果，透過這種視覺效果，達到溝通傳達的目的。,多參加各種知識性的活動，趁著進入不同的環境學習感受及觀察周遭的人事物，並在團隊活動中學習協調合作精神，進而提升自身的溝通表達能力。此外，基本美學素養及審美能力的培養是很重要的，如果可能的話，選修相關課程，為將來進入相關專業做準備。,"['多媒體開發主管', '美術設計師', '企業形象設計師', '產品包裝設計師', '商業設計人員']","['遠觀細察', '語文理解與表達', '敏銳創造', '邏輯推理', '快速知覺與總結', '同時多工', '專注力', '手工操作', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '運作分析', '程式設計', '機械操作']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",http://vcd.ntua.edu.tw/,藝術設計學類
國立臺灣藝術大學,工藝設計學系,本系課程沿襲包浩斯 (Bauhaus) 現代藝術與設計教育之工作室制度，結合手做實務，應用媒材與美感經驗，引導學生進行自發性探索，為喜歡設計日常器物，且具有工藝熱忱者之最佳系所選擇。,1. 基礎能力：精湛材質應用、工法技術學習2. 體驗觀察：掌握生活型態、議題脈動之設計實務3. 實務學習：透過策展規劃、競賽研習，實踐自我行銷能力4. 職涯能量：於技能創新上，結合行銷、實習與人際拓展，儲值未來就業能量,1.在日常生活中培養敏銳的觀察力，並實際探究所遭遇到的問題，對每天發生在自己周邊的事情有更多主動的感知與反思，並記錄進步或失敗的歷程與軌跡，將自身的生命經驗以獨特的故事呈現2.何時決定志向不是最重要的事情，重要的是最後如何確定自己喜歡什麼、不喜歡什麼，對自己有相當清楚的認識，並願意長期深入鑽研學習，不會變來變去、缺乏定性3.不論參加一場營隊、還是做完一學期幹部，重點不是參與證明、也不只是照片，而是必須要學會回答與記錄：為什麼會去參加？原本想要做什麼？從中感覺到什麼？有什麼收穫？覺得活動哪裡辦得很差？如果是你會怎麼解決？適度地記錄這種面向的想法與反思,"['工業產品設計師', '商業設計人員', '產品包裝設計師', '珠寶設計師', '家具設計師']","['敏銳創造', '批判思考', '主動學習', '手工操作', '遠觀細察', '語文理解與表達', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '運作分析', '邏輯推理', '快速知覺與總結', '空間定向', '同時多工', '專注力']","['主動積極', '自信肯定', '親和接納', '堅毅負責', '探究冒險']",https://crafts.ntua.edu.tw/,工藝學類
國立臺灣藝術大學,多媒體動畫藝術學系,臺藝大多媒體動畫藝術學系（學士班）成立於2003年，培養具備「動畫、遊戲、錄像、多媒體」知能的創意設計人才。本系提供多元課程及開放的學習環境，藝術基礎與科技應用並重。強調校外專業實習與產業接軌，鼓勵學生參與國內外競賽、影展、美展、研討會等活動，爭取榮譽並提升國際化視野。,臺藝大多媒體動畫藝術學系，課程以培養多媒體、遊戲與動畫跨域人才為主，專業知識涵蓋電腦繪圖、動畫（2D、3D、實驗動畫）、VR/AR/MR應用、遊戲設計、科技互動、新媒體藝術、錄像裝置、配樂音效等領域。,對於想報考多媒體動畫藝術學系的高中生有四個可以加強的方向，第一個是熟練的繪畫能力，能以繪圖的方式製作圖像、將想法以圖畫的方式表現，在動畫製作中是重要的基本能力；第二個是影像美學的素養，藉由觀看各類動畫、電影作品，累積對於構圖、分鏡及敘事手法的認知，在動畫創作上有很大的幫助；第三個是電腦軟體的學習力，在動畫製作過程中需要使用多種軟體，因此具備學習軟體的能力，才能更好地掌握製作動畫的工具；第四個是溝通表達的能力，製作動畫會需要多人共同製作，能夠與人進行有效的溝通、清楚表達自己的想法，有助於團隊的合作，讓動畫製作的過程更加順利。,"['多媒體／動畫設計人員', '網頁設計師', '影片製作專業人員', '遊戲企劃人員', 'CAD／CAM工程']","['主動學習', '語文理解與表達', '敏銳創造', '問題解決']","['合作互助', '堅毅負責', '變通開創', '自信肯定']",http://maa.ntua.edu.tw/,藝術設計學類
國立臺灣藝術大學,舞蹈學系,前身為『國立臺灣藝術專科學校舞蹈科』的舞蹈學系，為全台第一所公立的舞蹈教育機構，自創立以來在歷屆主任的精心規劃與帶領下，以培養專業舞蹈表演人才為宗旨，教授各項專業舞蹈的知識。教師以專長施予學生系列性的技術課程，為加強舞蹈相關知識的認識與運用，本系亦開設中西舞蹈史、動作分析、藝術行政等相關理論課程，帶給學生更多元化的舞蹈專業知識與精湛之技能。,舞蹈學系旨在學習以身體為語言之動態表達藝術，在嚴謹的術科訓練中，也涵蓋歷史及美學涵養。,對於表演藝術有興趣的同學，不光需將自身身體訓練到一定的程度，也需對生活周遭事物和舞蹈歷史脈絡要有所連結與理解，進而幫助自身對舞蹈角色的詮釋和舞蹈創作的主題發想；平時多閱讀文學作品，增強聽說讀寫能力，以利對舞蹈解構與分析時的文字紀錄。,"['舞蹈專業人員', '其他才藝類老師', '藝術行政']","['肢體力量與協調', '主動學習', '語文理解與表達', '敏銳創造', '空間定向', '專注力', '社會覺察與合作', '問題解決', '資源管理', '手工操作', '自省促進', '批判思考']","['主動積極', '自信肯定', '堅毅負責', '變通開創', '合作互助']",https://dance.ntua.edu.tw/,舞蹈學類
國立臺灣藝術大學,亞太建築空間與文物保存學士學位學程,本學程於111學年度設立，課程鏈結古建築、聚落、文物與工藝，並結合文化保存專業學術研究及技術實務體系，同時結合學校傳播、美術、設計、表演藝術、人文等五大學院課程資源，整合文物維護研究中心、有章藝術博物館、影像藝術研究中心與聲音藝術研究中心等專業研究單位，做為周邊技術與學理發展的側翼資源。透過當今科技融入建築空間，文物監測，展示教育與保存技術，以培育文化資產保存之專業基礎人才為目標。,藉由建築空間、歷史價值認識、地方創生等路徑發展，透過非傳統教學體系培育專業人才系統，深刻瞭解如何能從文化資產視角觀看古建築、聚落、文物與工藝。亦函蓋建築空間之保存利用、地方文化創生、建築維護技術、文物保存技術與文資預防性保存等領域。,1.修課紀錄建議能有重點領域科目或課程，並能具體說明修習動機、理由及課後心得。2.提供一項與文化資產相關之成果資料，如：(1) 課程學習成果之書面報告-運用精準詞彙、語句寫作，有效並正確地傳達訊息或想法；(2)實做作品-能運用各種抽象的圖形或符號線索變化的推斷能力；(3)自然科學領域探究與實作-了解科學的原理原則及操作科學事務的能力；(4)社會領域探究活動成果資料-觀察部分訊息或事物變化的趨勢，歸納出規則或意義，產出合理的答案。3.提供與本學程相關之攝影或繪畫作品，說明理念與過程，並表現空間方位，想像物體在不同方位下的旋轉面貌。,"['營造工程師', '設計工程師', '建築製圖員', '室內設計師', '設計工程師']","['空間定向', '手工操作', '遠觀細察', '語文理解與表達', '邏輯推理', '問題解決', '運作分析', '資源管理', '快速知覺與總結', '敏銳創造', '主動學習', '說服協商']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",https://ascrc.ntua.edu.tw/,工藝學類
國立暨南國際大學,中國語文學系,　　文，伴隨人類誕生而有，現在仍在，未來亦不會消失，但隨著時間多紛呈，廣泛的運用在各種領域之中。「文」就是人類的存有狀態，文的古老就是其新意所在。本系著重以新觀點與新方法解讀中國文化，使傳統與現代、理論與實務、研究與創作能夠均衡發展。　　本系課程分「理論、創作、實務」三方面的發展導向，學生可配合本身志趣、專長，自由選擇學習重點，期望培養出學用合一，且富創意的優秀人文工作者。,　　傳統不可畏！就廣義來看：「文學」並非「純文學」。故「中國語文學系」可以解釋成有關「中國語」的「文化」學系，學生可以從事學術研究、語文教學、藝文創作及文化傳播的工作。　　理解傳統，意在瞭解現在、面向未來。　　,我們建議同學，可在高中時期累積以下各種經驗，從中培養相關基本能力。一、接觸電影、紀錄片等文藝創作與各類展演活動，增進創意思考與賞析能力。二、練習以演說、朗讀等活動，培養語文表達能力。三、透過閱讀報章時事評論，培養對事物觀察視角的廣度，並學習表達個人觀點，與他人進行溝通與討論。四、嘗試問題式探究，並以小論文之撰寫，具體呈現個人研究成果或觀點。五、積極參與社團活動，累積與人溝通合作經驗。,"['升學、政府公職、文教機構', '出版／印刷相關人員', '傳播／藝術相關人員']","['語文理解與表達', '敏銳創造', '社會覺察與合作', '說服協商', '批判思考', '主動學習', '問題解決', '系統運作', '邏輯推理', '記憶詮釋', '快速知覺與總結']","['自信肯定', '變通開創', '主動積極', '樂群敬業', '合作互助', '堅毅負責', '深思力行', '探究冒險', '開朗活潑', '親和接納']",https://www.cll.ncnu.edu.tw/,中國語文學類
國立暨南國際大學,外國語文學系,多元課程：文學、語言學、翻譯與語言教學的理論實作並重課程。小班教學：語言訓練採小班制。多種外語：日、韓、西、德、法、東南亞語。多國交換：日、美、歐、亞等國交換計畫。五年一貫：五年完成學、碩士學位。雙聯學制：4年完成本系與英國Middlesex University雙學位。AI賦能：運用AI結合專業於課外活動與實習機會。,接軌國際：具備人文素養及跨文化表達與思辨能力、跨領域翻譯與國際競合力。,自主參加線上課程、參加相關社團或競賽、接待國際姊妹校或相關語文表達類或解說性的志工服務、閱讀原文書及觀賞外文節目。,"['國貿人員', '中高職教師', '旅遊休閒類主管']","['語文理解與表達', '敏銳創造', '邏輯推理', '專注力', '聽覺辨識', '主動學習', '問題解決', '自省促進', '批判思考', '記憶詮釋', '快速知覺與總結']","['主動積極', '樂群敬業', '自信肯定', '開朗活潑', '親和接納', '合作互助', '堅毅負責', '深思力行', '探究冒險', '變通開創']",https://dfll.ncnu.edu.tw/,英語文學類
國立暨南國際大學,社會政策與社會工作學系,全台唯一一所兼具社會政策與社會工作的專業系所擁有學士、碩士、博士完整的教育體系擁有多元領域的師資團隊，具備理論與實務的教學環境畢業即就業，可升學、就業、考公職多元選擇應屆畢業生社工師考照率六成(全國考照通過率平均兩成)社會科學類大學畢業起薪最高科系結合在地資源的實務場域教學環境環境優美的學習環境,•培育具備宏觀視野與助人實務知能的社會政策規劃與評估、社會福利行政、社會工作管理及社會工作實務之專門人才•培育具備社會政策與社會工作學術研究與教學之專業人才,透過進入在地社區與各類機構，進行實作方案的學習，提升同學與實務場域的接觸，縮短學用落差。跨領域合作學習,"['教授／副教授／助理教授', '社會／人類學研究人員', '行政人員']","['批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商', '問題解決', '資源管理', '語文理解與表達', '敏銳創造', '邏輯推理', '專注力']","['自信肯定', '開朗活潑', '親和接納', '合作互助', '主動積極', '樂群敬業']",https://www.spsw.ncnu.edu.tw/,社會工作學類
國立暨南國際大學,歷史學系,本系教學研究規劃重點，時間上著重十四世紀以後世界體系逐漸形成的歷史發展，空間上著重臺灣、中國大陸與世界的關係，並以社會、經濟及文化為主要取徑，規劃發展中國海洋發展史、海外華人史、臺灣社會文化史、中國社會文化史、中國經濟史及世界文明史等六大領域。,歷史學乃在學歷史，而歷史則是人群在時間之流中的變遷積累。從尚書古人到親身處世，是個知所應變的學科。我們思索過去，朝向未來，知道今日，之所以如此的來龍去脈。是以我們藉以培養個人的獨立思考與自由精神。,我們建議對於歷史學有興趣的同學，可在高中時期累積以下各種經驗，從中培養相關基本能力。一、大量閱讀，養成文字閱讀與賞析能力。二、練習以口語或文字，整理、歸納各種文本的問題意識、結構安排與主要論點，並進行優、缺點之評論。三、練習以實物與數位化途徑與工具搜集史料與研究論著。四、關心時事發展，並進行社會參與，進而多做現在與過去之聯想與對話。五、練習以口語或文字表達個人觀點，並與他人進行溝通與討論，並嘗試問題式探究，撰寫分析文、小論文等，具體呈現個人研究成果。,"['中高職教師', '哲學／歷史／政治相關研究人員', '行政人員']","['敏銳創造', '邏輯推理', '快速知覺與總結', '專注力', '語文理解與表達', '問題解決', '批判思考', '主動學習', '自省促進', '社會覺察與合作', '說服協商']","['深思力行', '探究冒險', '變通開創', '親和接納', '合作互助', '堅毅負責', '主動積極', '樂群敬業', '自信肯定', '開朗活潑']",https://cnhis.ncnu.edu.tw/index.php,歷史學類
